emp_no,first_name,last_name,birth_date,from_date,to_date,title
42664,Jongsuk,Cooke,1963-05-04,1997-09-28,9999-01-01,Senior Engineer
42682,Moto,Muhlberg,1962-10-30,1995-08-25,9999-01-01,Staff
42685,Xinyu,Kenevan,1964-12-02,1989-05-20,9999-01-01,Senior Engineer
42702,Kauko,Stenning,1964-04-06,1986-09-25,9999-01-01,Senior Engineer
42710,Nakhoon,Veldwijk,1963-07-23,1988-02-23,9999-01-01,Senior Engineer
42730,Matt,Benantar,1963-08-27,1986-04-11,9999-01-01,Senior Engineer
42767,Yongqiao,Ecklund,1964-07-17,1990-01-05,9999-01-01,Staff
42777,Christfried,Improta,1962-09-02,1989-11-13,9999-01-01,Senior Staff
42778,Shuji,Remmers,1965-01-19,1987-12-18,9999-01-01,Senior Staff
42779,Rosita,Bain,1962-10-23,1987-09-08,9999-01-01,Senior Staff
42792,Elvia,Molberg,1963-08-30,1988-04-16,9999-01-01,Senior Engineer
42800,Peer,Rebaine,1964-10-09,1986-07-20,9999-01-01,Technique Leader
42808,Jinpo,Veevers,1963-06-01,1985-08-27,9999-01-01,Senior Engineer
42810,Oscal,Rehfuss,1962-02-12,2002-06-09,9999-01-01,Senior Engineer
42829,Mats,Panangaden,1963-12-12,1985-04-06,9999-01-01,Senior Staff
42835,Sudhanshu,Pettey,1963-10-12,1986-10-03,9999-01-01,Technique Leader
42845,Angus,Rando,1962-05-05,1985-10-10,9999-01-01,Assistant Engineer
42859,Kiam,Marakhovsky,1964-02-13,1998-10-07,9999-01-01,Engineer
42860,Jiann,Butterworth,1963-03-08,1990-08-01,9999-01-01,Senior Engineer
42941,Mani,Polajnar,1962-06-09,1992-08-20,9999-01-01,Staff
42945,Sakthirel,Gist,1962-01-26,1998-02-19,9999-01-01,Engineer
42965,Danae,Furudate,1963-01-16,1986-10-01,9999-01-01,Senior Engineer
42967,Saddek,Szemeredi,1962-04-05,1996-08-27,9999-01-01,Staff
42977,Mountaz,Schaar,1964-04-21,1997-06-17,9999-01-01,Senior Staff
42985,Kristen,Radwan,1964-03-09,1999-12-20,9999-01-01,Staff
42995,Arunachalam,Yemenis,1962-03-19,1988-06-16,9999-01-01,Senior Engineer
43000,Pranay,Smeets,1964-03-06,1987-02-17,9999-01-01,Senior Staff
43001,Val,Bennet,1964-02-12,1988-12-10,9999-01-01,Senior Engineer
43016,Jayson,Barbanera,1962-09-28,1988-11-10,9999-01-01,Senior Staff
43027,Aloys,Lorie,1963-07-15,1985-07-15,9999-01-01,Senior Staff
43030,Ramalingam,Boguraev,1964-01-16,1985-11-07,9999-01-01,Senior Engineer
43031,Marek,Grabner,1962-10-07,1992-05-31,9999-01-01,Senior Engineer
43105,Masami,Gadepally,1964-06-15,1995-08-15,9999-01-01,Senior Engineer
43106,Shen,Ermel,1962-02-12,1998-06-24,9999-01-01,Engineer
43135,Steve,Antonakopoulos,1963-02-15,1987-10-17,9999-01-01,Technique Leader
43152,Leif,Junet,1964-09-15,1986-09-02,9999-01-01,Engineer
43163,Rasikan,Conti,1963-06-18,1995-11-30,9999-01-01,Engineer
43187,Ult,Brookner,1963-09-04,1986-04-13,9999-01-01,Senior Engineer
43204,Shahaf,Lund,1962-10-03,1999-06-20,9999-01-01,Engineer
43211,Danil,Osgood,1963-04-16,1989-05-14,9999-01-01,Staff
43223,Shuji,Merel,1962-01-22,1987-07-15,9999-01-01,Senior Engineer
43243,Xiadong,Gladwell,1963-10-03,1987-09-12,9999-01-01,Senior Staff
43270,Carrsten,Iacovou,1963-03-05,1999-12-29,9999-01-01,Staff
43280,Sanjit,Waterhouse,1963-03-30,1996-09-05,9999-01-01,Senior Staff
43283,Rutger,Heering,1962-06-04,1994-12-10,9999-01-01,Technique Leader
43285,Anwar,Szemeredi,1964-01-12,1995-04-10,9999-01-01,Technique Leader
43291,Pragnesh,Angel,1962-04-02,1991-06-02,9999-01-01,Senior Staff
43294,Zhanqiu,England,1964-04-24,1985-08-30,9999-01-01,Engineer
43316,Kazuhisa,Shigei,1964-07-24,1986-08-05,9999-01-01,Staff
43331,Taisook,Besselaar,1962-11-28,1987-05-10,9999-01-01,Engineer
43347,Remco,Bratsberg,1963-02-24,1999-04-06,9999-01-01,Engineer
43350,Sham,Awdeh,1962-01-09,1987-10-23,9999-01-01,Engineer
43359,Gadiel,Sidou,1963-10-02,1989-03-29,9999-01-01,Engineer
43394,Eran,Fujisaki,1963-01-07,1988-01-17,9999-01-01,Technique Leader
43395,Premsyl,Cincotta,1963-04-05,1987-10-04,9999-01-01,Senior Engineer
43465,Kiyotoshi,Rossi,1963-03-16,1988-09-25,9999-01-01,Technique Leader
43478,Angel,Murtafg,1963-10-13,1991-01-26,9999-01-01,Engineer
43480,Arco,Anandan,1962-07-05,1985-10-19,9999-01-01,Senior Staff
43502,Menkae,Dredge,1963-09-23,2000-01-29,9999-01-01,Senior Staff
43503,Weiye,Milicia,1963-07-17,1985-03-14,9999-01-01,Technique Leader
43505,Shan,Molenaar,1963-01-17,1990-10-19,9999-01-01,Senior Engineer
43515,Billie,Deville,1962-12-19,1997-07-17,9999-01-01,Senior Staff
43538,Chinhyun,Knightly,1964-05-13,1994-07-25,9999-01-01,Senior Engineer
43565,Morris,Ratzlaff,1962-08-10,1999-04-16,9999-01-01,Engineer
43569,Kiyokazu,Randt,1962-09-02,1996-10-12,9999-01-01,Engineer
43596,Abdelkader,Masaki,1963-06-20,1990-08-03,9999-01-01,Engineer
43602,Shooichi,Otillio,1964-04-27,1985-05-30,9999-01-01,Senior Staff
43608,Anoosh,Angiulli,1964-09-12,1995-10-26,9999-01-01,Staff
43614,Hideo,Luef,1962-05-08,1995-10-07,9999-01-01,Technique Leader
43617,Nirmal,Pesch,1964-07-10,1993-06-24,9999-01-01,Senior Staff
43630,Florian,Haddadi,1963-01-22,1995-10-16,9999-01-01,Senior Engineer
43643,Khoa,Hofstetter,1963-03-09,1989-10-08,9999-01-01,Engineer
43670,JoAnna,Randi,1962-12-20,1989-11-08,9999-01-01,Senior Staff
43718,Kerhong,Parveen,1962-05-28,1985-10-02,9999-01-01,Staff
43725,Ortrud,Gill,1964-10-14,1988-06-05,9999-01-01,Technique Leader
43733,Huei,Boguraev,1965-01-26,1993-12-31,9999-01-01,Staff
43743,Jungsoon,Petersohn,1964-03-03,1986-03-12,9999-01-01,Engineer
43755,Mabry,Sidje,1963-12-28,1988-03-04,9999-01-01,Engineer
43759,Garnet,Antonisse,1964-09-28,1993-06-29,9999-01-01,Senior Engineer
43766,IEEE,Picci,1964-07-09,1988-05-01,9999-01-01,Staff
43768,Isaac,Flasterstein,1962-10-28,1995-02-09,9999-01-01,Assistant Engineer
43775,Susumu,Whittlesey,1962-11-06,1991-07-10,9999-01-01,Staff
43777,Nathalie,Pollock,1964-10-23,1997-06-23,9999-01-01,Technique Leader
43778,Greger,Genther,1964-07-16,1991-02-12,9999-01-01,Engineer
43792,Dmitry,Huhdanpaa,1963-12-15,1987-03-25,9999-01-01,Senior Staff
43801,Kwok,Ozery,1963-05-28,1987-01-15,9999-01-01,Senior Staff
43804,Pragnesh,Tischendorf,1964-07-20,1997-01-24,9999-01-01,Senior Engineer
43812,Anneke,Perly,1964-08-30,1996-02-01,9999-01-01,Technique Leader
43867,Aemilian,Mitina,1964-01-01,1991-04-08,9999-01-01,Senior Staff
43873,Eirik,Eugenio,1962-08-29,1992-10-12,9999-01-01,Staff
43891,Bartek,Rosaz,1962-01-27,2000-10-17,9999-01-01,Senior Staff
43920,Rajmohan,Simkin,1964-05-17,1986-02-23,9999-01-01,Senior Engineer
43923,Jiann,Pena,1964-10-24,1986-02-07,9999-01-01,Senior Engineer
43936,Yucel,Lally,1964-10-31,1988-12-09,9999-01-01,Engineer
43937,Nigel,Nyanchama,1963-01-18,1988-08-22,9999-01-01,Senior Engineer
43949,Mokhtar,Parhami,1962-01-10,1999-07-02,9999-01-01,Engineer
43976,Uinam,Ohori,1962-12-10,1985-08-24,9999-01-01,Staff
43980,Yonghoan,Denos,1963-01-26,1990-08-30,9999-01-01,Engineer
43984,Yechezkel,Zhiwei,1963-11-21,1986-06-13,9999-01-01,Senior Engineer
43991,Poornachandra,Vitiello,1962-05-30,1987-02-03,9999-01-01,Senior Engineer
43999,Leah,Manderick,1962-06-25,1989-02-12,9999-01-01,Senior Engineer
44017,Yongqiao,Maierhofer,1963-04-19,1992-02-03,9999-01-01,Staff
44030,Giao,Pettis,1962-07-31,2001-06-28,9999-01-01,Staff
44052,Sugwoo,Hiltgen,1963-01-11,1985-09-21,9999-01-01,Senior Staff
44064,Elvia,Rosay,1964-07-21,1988-10-01,9999-01-01,Senior Engineer
44079,Candida,Weisert,1962-02-11,1988-10-26,9999-01-01,Senior Engineer
44081,JoAnna,Matheson,1962-10-27,1985-07-01,9999-01-01,Senior Staff
44084,Apostol,Pelc,1964-06-12,1991-05-13,9999-01-01,Senior Staff
44105,Denis,Thombley,1963-05-30,1987-06-29,9999-01-01,Senior Staff
44106,Abdelwaheb,England,1964-02-12,1986-07-24,9999-01-01,Senior Engineer
44147,Ulises,Oppitz,1963-08-20,2000-12-16,9999-01-01,Staff
44156,Renny,Hiyoshi,1964-08-12,1991-09-04,9999-01-01,Senior Engineer
44170,Kiyokazu,Bach,1963-07-14,1985-02-04,9999-01-01,Technique Leader
44175,Sanjai,Laurillard,1962-12-27,1989-12-23,9999-01-01,Staff
44176,Arun,Gewali,1964-04-17,1985-02-24,9999-01-01,Engineer
44185,Troy,Schwaller,1963-04-17,1991-11-04,9999-01-01,Senior Staff
44187,Bangqing,Haddadi,1963-07-05,1996-01-13,9999-01-01,Senior Engineer
44200,Sachio,Morrin,1963-11-05,1985-11-12,9999-01-01,Engineer
44218,Goh,Jeong,1964-03-24,1987-12-14,9999-01-01,Senior Staff
44233,Genki,Sadowsky,1964-04-23,1985-04-12,9999-01-01,Senior Engineer
44242,Mong,Denos,1962-04-15,1989-07-05,9999-01-01,Senior Engineer
44243,Jaana,Kuhnemann,1963-06-11,2000-10-05,9999-01-01,Technique Leader
44255,Shahid,Stroustrup,1962-01-25,1988-03-30,9999-01-01,Senior Engineer
44259,Khun,Schwaller,1962-05-29,1996-07-08,9999-01-01,Staff
44272,Kersti,Montemayor,1962-11-03,1991-11-28,9999-01-01,Senior Engineer
44290,Prasadram,Babu,1963-12-18,1987-03-15,9999-01-01,Staff
44299,Shih,Feldhoffer,1963-01-01,1988-03-01,9999-01-01,Senior Staff
44305,Xiahua,Rosiles,1964-05-25,1998-02-14,9999-01-01,Senior Engineer
44319,Freyja,Bressoud,1962-10-20,1985-05-02,9999-01-01,Engineer
44322,Demin,Byoun,1964-09-30,1992-09-20,9999-01-01,Senior Staff
44350,Waiman,Piveteau,1963-10-10,1997-04-28,9999-01-01,Staff
44361,Jaewon,Cichocki,1962-03-09,1987-06-26,9999-01-01,Staff
44370,Jaana,Hardjono,1964-01-28,1985-09-25,9999-01-01,Engineer
44386,Kazuyasu,Iisaku,1962-12-13,1985-08-28,9999-01-01,Staff
44387,Somnath,Ashish,1964-01-27,1991-03-16,9999-01-01,Technique Leader
44413,Arra,Ashish,1964-10-27,1985-06-27,9999-01-01,Staff
44417,Leen,Randt,1962-03-13,1992-09-05,9999-01-01,Senior Staff
44421,Uri,Panienski,1962-08-01,1990-06-14,9999-01-01,Senior Staff
44432,Ult,Baumann,1962-08-17,1989-08-31,9999-01-01,Engineer
44473,Tadahiko,Kalloufi,1964-04-16,1985-04-28,9999-01-01,Senior Staff
44478,Fumiko,Luck,1964-11-02,1997-07-15,9999-01-01,Engineer
44482,Leandro,Pusterhofer,1963-12-01,1988-11-11,9999-01-01,Staff
44499,Boguslaw,Verspoor,1963-11-25,1991-03-22,9999-01-01,Senior Engineer
44500,Rasiah,Emden,1963-08-30,1987-08-20,9999-01-01,Engineer
44501,Syozo,Katalagarianos,1963-06-04,1987-02-17,9999-01-01,Senior Engineer
44526,Constantino,Azadmanesh,1963-08-06,1998-05-06,9999-01-01,Engineer
44527,Alexius,Landherr,1964-09-22,1993-07-01,9999-01-01,Engineer
44540,Mingzeng,Sadowski,1965-01-16,1989-11-12,9999-01-01,Senior Engineer
44556,Chanjung,Krybus,1963-05-12,1993-09-09,9999-01-01,Engineer
44567,Hairong,Ushiama,1964-04-07,1985-09-06,9999-01-01,Engineer
44574,Larisa,Brookner,1963-11-25,1986-01-02,9999-01-01,Staff
44577,Sadok,Babb,1964-08-16,1990-10-03,9999-01-01,Technique Leader
44580,Perry,Valiente,1963-04-08,1987-06-04,9999-01-01,Senior Engineer
44582,Lillian,Suermann,1964-03-14,1990-09-09,9999-01-01,Senior Staff
44583,Becky,McAffer,1963-05-01,1996-05-09,9999-01-01,Senior Staff
44585,Udaiprakash,Erman,1963-07-28,2000-04-15,9999-01-01,Engineer
44596,Niclas,Heinisuo,1962-03-09,1996-05-11,9999-01-01,Senior Staff
44600,Giao,Itschner,1962-05-31,1987-11-16,9999-01-01,Senior Staff
44601,Demos,Kroon,1964-08-18,1993-01-21,9999-01-01,Senior Engineer
44611,Jaques,Baalen,1963-05-28,1990-01-24,9999-01-01,Engineer
44659,Hatem,Scallan,1964-04-27,1988-11-02,9999-01-01,Engineer
44660,Masadi,Benantar,1964-02-20,1992-02-19,9999-01-01,Senior Engineer
44665,Raimond,Peac,1964-05-06,1987-04-08,9999-01-01,Staff
44668,Weidon,Curless,1964-08-29,1997-07-12,9999-01-01,Technique Leader
44669,Neven,Ginesta,1963-01-26,1995-10-18,9999-01-01,Engineer
44676,Teiji,Armand,1963-09-20,1985-08-10,9999-01-01,Senior Engineer
44680,Danny,Delgrange,1963-07-20,1985-06-13,9999-01-01,Engineer
44696,Trygve,Levasseur,1962-08-03,1996-04-27,9999-01-01,Staff
44702,Sariel,Isaak,1962-11-06,1996-08-06,9999-01-01,Staff
44718,Mohan,Farris,1962-01-20,1986-05-16,9999-01-01,Senior Engineer
44742,Shan,Gunderson,1963-09-05,1996-05-04,9999-01-01,Engineer
44751,Hailing,Erbe,1963-01-09,1985-03-11,9999-01-01,Engineer
44761,Aiichiro,Itzfeldt,1963-06-30,1998-07-19,9999-01-01,Senior Staff
44762,Fei,Scallan,1963-10-20,1988-09-13,9999-01-01,Senior Staff
44769,Stevo,Denti,1962-12-02,1987-03-19,9999-01-01,Senior Staff
44788,Shahaf,Birdsall,1964-06-28,1994-05-03,9999-01-01,Senior Staff
44792,Somnath,Ratnaker,1962-04-05,1996-08-19,9999-01-01,Senior Engineer
44815,Idoia,Goodrum,1964-09-22,1987-10-12,9999-01-01,Senior Engineer
44831,Khalil,Vuskovic,1963-03-26,1993-01-25,9999-01-01,Engineer
44834,Vivian,Denna,1963-04-04,1995-12-07,9999-01-01,Staff
44896,Toshimori,Staylopatis,1962-04-18,1994-07-17,9999-01-01,Engineer
44918,Shuzo,Perko,1963-10-20,1988-12-12,9999-01-01,Senior Staff
44921,Joydip,Antonakopoulos,1962-08-01,1988-03-24,9999-01-01,Senior Engineer
44922,Kellyn,Levasseur,1962-07-18,1990-12-23,9999-01-01,Senior Engineer
44940,Luisa,Buchter,1962-11-14,1987-11-16,9999-01-01,Senior Staff
44946,Parviz,Porenta,1963-07-06,1987-12-30,9999-01-01,Senior Staff
44956,Tzu,Nyanchama,1964-11-02,1985-06-24,9999-01-01,Engineer
44959,Volkmar,Uhrik,1965-01-21,1988-01-16,9999-01-01,Engineer
44969,Arup,Georg,1964-09-24,2000-02-14,9999-01-01,Engineer
44993,Hairong,Weiland,1964-03-07,1999-07-04,9999-01-01,Engineer
45008,Fumiko,Bakhtari,1963-06-28,1988-11-19,9999-01-01,Assistant Engineer
45010,Macha,Willoner,1963-08-03,1994-11-05,9999-01-01,Senior Engineer
45013,Emdad,Chiola,1963-04-11,1987-03-06,9999-01-01,Engineer
45052,Cullen,Luft,1964-08-10,1988-09-25,9999-01-01,Engineer
45067,Doohun,Cheshire,1963-01-07,1987-05-13,9999-01-01,Engineer
45101,Moriyoshi,Tischendorf,1963-03-26,1985-04-27,9999-01-01,Senior Engineer
45102,Sugwoo,McAlpine,1963-02-27,1992-02-03,9999-01-01,Senior Staff
45118,Leen,Hebert,1964-06-27,2001-08-08,9999-01-01,Engineer
45125,Kaijung,Raney,1964-04-18,1994-04-16,9999-01-01,Staff
45131,Arve,Assaf,1963-09-06,1987-07-22,9999-01-01,Senior Staff
45144,Jouni,Ciolek,1963-02-17,1986-11-23,9999-01-01,Engineer
45153,Zeljko,Ginneken,1962-08-12,1992-11-02,9999-01-01,Senior Engineer
45162,Dulce,Speel,1965-01-11,1987-10-19,9999-01-01,Engineer
45187,Padma,Swan,1963-05-20,1988-12-31,9999-01-01,Senior Engineer
45199,Toshimi,Adachi,1962-06-15,1987-11-14,9999-01-01,Senior Engineer
45214,JoAnne,Zlotek,1963-03-27,1991-07-18,9999-01-01,Senior Staff
45241,Goncalo,Setia,1964-01-11,1985-08-06,9999-01-01,Engineer
45242,Nishit,Openshaw,1962-09-12,1985-07-14,9999-01-01,Senior Engineer
45299,Rasikan,Aumann,1964-06-02,1985-05-25,9999-01-01,Senior Engineer
45304,Mitsuyuki,Journel,1964-01-11,1993-02-16,9999-01-01,Staff
45308,Toong,Coullard,1963-05-07,1985-06-19,9999-01-01,Senior Staff
45319,Marie,Moffat,1963-06-02,1985-07-15,9999-01-01,Senior Staff
45346,Mamdouh,Stasinski,1963-01-30,1996-08-16,9999-01-01,Engineer
45353,Ghassan,Ferretti,1963-02-04,1986-01-26,9999-01-01,Engineer
45354,Taizo,Kriebel,1962-10-10,1987-01-03,9999-01-01,Senior Engineer
45359,Kazuhira,Speek,1964-08-26,1993-12-30,9999-01-01,Engineer
45391,Wonhee,Manders,1962-04-07,1992-02-16,9999-01-01,Senior Engineer
45411,Kazuhide,Baig,1962-06-01,1987-03-31,9999-01-01,Engineer
45459,Lech,Ranta,1963-06-04,1987-03-13,9999-01-01,Senior Engineer
45477,Xudong,Paciorek,1963-08-10,1990-01-12,9999-01-01,Engineer
45491,Saddek,Neiman,1963-04-02,1986-12-04,9999-01-01,Staff
45492,Pasqua,Bennis,1962-10-31,1987-09-01,9999-01-01,Senior Engineer
45529,Uta,Ramsey,1962-09-13,1988-06-20,9999-01-01,Senior Staff
45535,Danco,Nilsson,1963-01-04,1996-01-29,9999-01-01,Staff
45540,Tran,Nannarelli,1962-06-02,1986-03-21,9999-01-01,Engineer
45560,Jeanna,Coorg,1964-11-16,1990-05-07,9999-01-01,Senior Engineer
45562,Uinam,Ferriere,1963-02-27,1993-03-14,9999-01-01,Senior Engineer
45565,Babette,Ananiadou,1963-04-10,1986-03-03,9999-01-01,Senior Engineer
45576,Tua,Sewelson,1963-06-10,1986-04-02,9999-01-01,Senior Staff
45597,Yongqiao,Braccini,1964-02-19,1994-08-28,9999-01-01,Senior Engineer
45606,Ewing,Krohm,1962-03-26,1985-09-28,9999-01-01,Assistant Engineer
45615,Kellie,Herath,1962-06-08,1988-02-13,9999-01-01,Senior Staff
45616,Moheb,Cmelik,1962-12-22,1989-05-03,9999-01-01,Senior Staff
45631,Shigeichiro,Goldhammer,1964-12-21,1988-10-24,9999-01-01,Senior Engineer
45642,Vishu,Bultermann,1964-07-20,1997-06-15,9999-01-01,Senior Engineer
45653,Reuven,Sadowsky,1964-01-21,1985-02-14,9999-01-01,Senior Staff
45659,Anneke,Hasham,1963-08-04,1985-08-19,9999-01-01,Staff
45661,Licheng,Lorho,1962-01-19,1998-04-23,9999-01-01,Senior Staff
45673,Shushma,Douceur,1964-10-05,1987-06-13,9999-01-01,Staff
45680,Yahiko,Yoshimura,1963-09-02,2000-06-27,9999-01-01,Senior Staff
45700,Kazuhira,Bennet,1964-09-25,1988-03-28,9999-01-01,Senior Staff
45711,Yinghua,Schmezko,1962-01-20,1987-09-19,9999-01-01,Senior Staff
45713,Georg,Conta,1963-07-15,1987-06-26,9999-01-01,Senior Engineer
45715,Tremaine,Muhlberg,1962-11-23,1987-03-01,9999-01-01,Senior Engineer
45718,Bernd,Asrin,1962-08-01,1996-10-05,9999-01-01,Staff
45723,Marco,Trumbly,1963-05-18,1989-02-17,9999-01-01,Engineer
45724,Cordelia,Perry,1964-04-05,1986-02-24,9999-01-01,Senior Engineer
45729,Yongdong,McFarlin,1964-12-10,1985-03-18,9999-01-01,Senior Engineer
45730,Gad,Birch,1964-08-24,1988-02-20,9999-01-01,Senior Engineer
45738,Akeno,Farrag,1962-10-10,1986-09-17,9999-01-01,Senior Engineer
45740,Froduald,Homond,1964-03-28,1995-03-27,9999-01-01,Engineer
45741,Houman,Strehl,1963-09-17,1995-11-12,9999-01-01,Senior Engineer
45749,Yurij,Hofting,1963-06-20,1999-07-19,9999-01-01,Senior Engineer
45782,Mountaz,Tagansky,1963-01-09,1985-08-29,9999-01-01,Senior Engineer
45794,Kensyu,Beausoleil,1963-10-06,1985-07-27,9999-01-01,Engineer
45818,Lenore,Rabehasaina,1964-03-19,1985-08-31,9999-01-01,Senior Staff
45823,Morris,Esposito,1962-05-11,1992-03-30,9999-01-01,Engineer
45832,Eldridge,Herath,1963-03-20,1990-12-23,9999-01-01,Assistant Engineer
45833,Toshimi,Doering,1962-12-05,1988-06-02,9999-01-01,Senior Engineer
45839,Inderjeet,Huttel,1964-01-01,1987-03-31,9999-01-01,Staff
45843,Shaibal,Thambidurai,1963-10-23,1988-06-29,9999-01-01,Senior Engineer
45846,Uzi,Docker,1962-12-16,1988-02-05,9999-01-01,Senior Engineer
45856,Haldon,Hinsberger,1962-09-07,1988-02-10,9999-01-01,Senior Staff
45860,Gully,Undy,1964-01-06,1988-12-17,9999-01-01,Engineer
45896,Mitsuyuki,Biran,1964-10-14,1986-10-06,9999-01-01,Senior Staff
45911,Aleksander,Bojadziev,1963-04-30,2000-03-28,9999-01-01,Staff
45921,Juichirou,Flanders,1964-07-03,1992-02-17,9999-01-01,Senior Engineer
45932,Martial,Wolniewicz,1962-08-28,1988-08-30,9999-01-01,Senior Staff
45937,Takahira,Wissmann,1962-04-09,1985-07-23,9999-01-01,Senior Engineer
45948,Zejun,Chenney,1964-08-10,1990-02-23,9999-01-01,Engineer
45957,Hein,Schwartzburd,1962-02-13,1996-08-24,9999-01-01,Senior Engineer
45963,Matt,Ligten,1964-01-29,1993-04-17,9999-01-01,Staff
45975,Yongqiao,Iacovou,1964-01-29,1985-04-02,9999-01-01,Engineer
45978,Anwar,Kroll,1964-08-11,1990-07-26,9999-01-01,Staff
45991,Monique,Pelz,1963-07-14,1986-06-11,9999-01-01,Engineer
46016,Arunas,Milicic,1963-08-22,1986-12-22,9999-01-01,Engineer
46017,Feixiong,Syrzycki,1962-01-31,2001-09-29,9999-01-01,Engineer
46029,Elvia,Schaaf,1964-11-08,1990-05-16,9999-01-01,Senior Engineer
46053,Snehasis,Shimshoni,1964-10-25,1993-11-23,9999-01-01,Senior Engineer
46067,Pascal,Deverell,1962-06-02,1989-11-19,9999-01-01,Senior Engineer
46092,Demin,Gerteisen,1964-11-05,1994-07-06,9999-01-01,Engineer
46098,Arnd,Reeker,1962-07-29,1996-11-22,9999-01-01,Senior Engineer
46125,Bojan,Reghbati,1964-05-16,1987-07-18,9999-01-01,Senior Engineer
46126,Fusako,Heusch,1962-12-29,2002-06-03,9999-01-01,Staff
46128,Pintsang,Bratten,1964-05-15,1985-10-29,9999-01-01,Staff
46138,Chanjung,Schade,1962-05-04,1986-11-20,9999-01-01,Senior Engineer
46139,Maia,Tomescu,1962-08-08,1988-02-03,9999-01-01,Staff
46151,Munehiko,Fontan,1963-11-17,1986-06-08,9999-01-01,Staff
46155,Lobel,Schlumberger,1962-07-25,1996-04-04,9999-01-01,Senior Engineer
46163,Nigel,Muhlberg,1962-12-06,1988-01-13,9999-01-01,Staff
46197,Munehiko,Orlowska,1962-06-06,1993-09-22,9999-01-01,Engineer
46223,Kendra,Falck,1962-07-03,1985-06-24,9999-01-01,Senior Engineer
46227,Nagui,Monkewich,1962-12-24,1989-12-13,9999-01-01,Engineer
46228,Ghassan,Pena,1962-09-10,1985-08-25,9999-01-01,Senior Staff
46246,Katsuo,Michaeli,1964-12-16,1987-08-05,9999-01-01,Senior Staff
46279,Khedija,Limongiello,1963-12-03,1988-05-14,9999-01-01,Engineer
46280,Tsuneo,Karnin,1964-05-21,1993-03-20,9999-01-01,Engineer
46315,Stepehn,Henders,1962-02-09,1988-09-15,9999-01-01,Senior Engineer
46328,Wuxu,Trogemann,1965-01-05,1997-01-27,9999-01-01,Senior Staff
46330,Aran,Walstra,1962-11-24,1986-03-12,9999-01-01,Senior Engineer
46333,Arif,Reeker,1964-07-25,1991-07-01,9999-01-01,Senior Engineer
46369,Genta,Waschkowski,1962-08-27,1993-03-09,9999-01-01,Senior Staff
46373,Roddy,dAstous,1962-10-12,1987-08-15,9999-01-01,Senior Engineer
46380,Yechiam,Birjandi,1964-09-06,1985-06-09,9999-01-01,Senior Staff
46390,Make,Nitsch,1962-05-23,1994-01-17,9999-01-01,Engineer
46393,Panayotis,Zschoche,1963-03-11,1998-08-08,9999-01-01,Engineer
46397,Larisa,Varman,1964-01-29,1999-10-31,9999-01-01,Engineer
46428,Florina,Tischendorf,1963-03-30,1989-11-27,9999-01-01,Staff
46436,Maia,Maierhofer,1963-02-02,1985-09-14,9999-01-01,Engineer
46443,Luerbio,Heping,1964-04-22,1999-07-11,9999-01-01,Engineer
46447,Gaurav,Unno,1964-10-12,1998-11-23,9999-01-01,Engineer
46448,Xudong,Flowers,1962-06-18,1986-07-12,9999-01-01,Engineer
46450,Arnd,Zschoche,1962-12-23,1993-09-07,9999-01-01,Staff
46468,Navid,Onuegbe,1963-08-11,1994-07-24,9999-01-01,Staff
46483,Gino,Snyers,1964-11-02,1988-01-24,9999-01-01,Staff
46495,Ashish,Erie,1962-07-08,1988-06-01,9999-01-01,Senior Staff
46497,Genki,Falster,1962-05-26,1988-05-15,9999-01-01,Senior Engineer
46504,Chaitali,Yurov,1962-09-21,1987-02-15,9999-01-01,Senior Engineer
46513,Cordelia,Benveniste,1962-09-03,1985-06-17,9999-01-01,Senior Staff
46523,Ramya,Wynblatt,1962-04-03,1986-01-27,9999-01-01,Staff
46526,Evgueni,Maccarone,1962-04-18,1996-04-19,9999-01-01,Staff
46528,Ottavia,Plavsic,1963-06-01,1987-09-23,9999-01-01,Senior Engineer
46534,Felicidad,Taubman,1963-12-11,1992-07-26,9999-01-01,Senior Engineer
46549,Amstein,Reistad,1962-08-02,1998-08-01,9999-01-01,Staff
46550,Mikhail,Peir,1963-09-22,2002-04-20,9999-01-01,Senior Engineer
46557,Berna,Prochazka,1962-12-07,1994-09-01,9999-01-01,Senior Staff
46582,Aksel,Atrawala,1964-03-03,1985-04-17,9999-01-01,Technique Leader
46631,Aris,Perelgut,1962-11-26,1986-03-12,9999-01-01,Senior Staff
46637,Mayuko,Shackel,1962-08-21,1986-07-11,9999-01-01,Senior Staff
46648,Wilmer,Yoshizawa,1962-01-01,1992-06-17,9999-01-01,Senior Staff
46653,Honesty,Pardalos,1963-07-24,1991-09-27,9999-01-01,Technique Leader
46663,Yinlin,Auria,1964-07-06,1991-08-16,9999-01-01,Staff
46689,Weiyi,Schurmann,1962-08-25,1997-11-03,9999-01-01,Staff
46690,Moon,Krichel,1964-09-20,1988-12-26,9999-01-01,Senior Engineer
46697,Gal,Baba,1964-06-07,1994-05-22,9999-01-01,Senior Staff
46698,Xinan,Ritcey,1963-02-27,1998-11-24,9999-01-01,Staff
46699,Ramalingam,Gaughan,1962-03-16,1990-10-15,9999-01-01,Senior Engineer
46720,Mark,Sethi,1964-07-04,1986-03-27,9999-01-01,Engineer
46736,Arnd,Soloway,1963-09-02,1986-05-28,9999-01-01,Senior Engineer
